Object ID,Department,Object Name,Title,Culture,Artist Nationality,Object Begin Date,Object End Date,Medium,Credit Line,Country
642712,Drawings and Prints,"Baseball card, print","Card Number 22, Jim Greengrass, Outfield, Cincinnati Redlegs, from ""1954 Topps Regular Issue"" series (R414-8), issued by Topps Chewing Gum Company.",,American,1954,1954.0,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
646748,Drawings and Prints,Print,"Mary, Queen of Scots at the execution block (from The History of England)",,"Scottish|British|British, Scottish|British|British",1795,1795.0,Etching and engraving,"Gift of Susan Dwight Bliss, 1958",
650909,Drawings and Prints,Print,Happy Easter (Frohe Ostern),,Austrian,1912,1912.0,Color lithograph,"Museum Accession, transferred from the Library",
651579,Drawings and Prints,Print,"Portrait, bust-length, with bow",,"American, born Russia",1900,1900.0,Drypoint,"Gift of Mr. and Mrs. Meyer Schapiro, 1983",
651818,Photographs,Photograph,"Stripper with bare breasts sitting in her dressing room, Atlantic City, N.J.",,American,1961,1961.0,Gelatin silver print,"Purchase, Jade Lau Gift, 2015",
655098,Drawings and Prints,Photograph,"Virginia Hurned, from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes",,American,1890,1890.0,Albumen photograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
656878,Modern and Contemporary Art,,"New York City 2[unfinished, formerly New York City III]",,,1941,1941.0,Oil and tape on canvas,"San Francisco Museum of Modern Art, Purchase through a gift of Phyllis Wattis",USA
656909,Drawings and Prints,Print,The woodcutter,,Mexican,1921,1931.0,Woodcut,"Gift of Carl Zigrosser, 1930",
660182,Drawings and Prints,Books Prints Ornament & Architecture,"Ornamento delle belle & virtuose donne, page 8 (verso)",,Italian|British,1554,1554.0,Woodcut,"Rogers Fund, 1921",
666262,Drawings and Prints,Print,"Souvenir of New York with Manhattan from West Hoboken, New Jersey",,German|American|American|American,1851,1851.0,Hand-colored lithograph with tint stone,"The Edward W. C. Arnold Collection of New York Prints, Maps and Pictures, Bequest of Edward W. C. Arnold, 1954",
670640,Photographs,Photograph; Photomicrograph,[Snow Crystal],,American,1890,1929.0,Gelatin silver print,"Purchase, Alfred Stieglitz Society Gifts, 2015",
679516,Photographs,Album,[Album],,,1860,1879.0,,"Gift of Eva Kasiska, 1947",
683016,Drawings and Prints,Print,"Scene 14, from Jack and the Giant Killer, Scenes for a Toy Theater",,,1870,1890.0,Lithograph,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",
684096,Drawings and Prints,Print,"The Boston Tea Party, bakery card from the Frontiers of Freedom series (D39-4), issued by the Gordon Bread Company",,,1940,1949.0,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
684443,Drawings and Prints,Print,"Honduras, bakery card from the Flags series (D34), issued by the Ward-Mackey Company",,,1900,1935.0,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
693616,Greek and Roman Art,Kylix fragment,Terracotta rim fragment of a kylix (drinking cup),"Greek, Attic",,-500,-450.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
695260,Medieval Art,Fragment,Fragment,European or Middle Eastern,,1125,1275.0,"Glass, ceramic","Gift of Clarence H. Mackay, Archer M. Huntington, Stephen H. P. Pell and Bashford Dean, 1928",
701306,Drawings and Prints,Print,"Frederick II The Great, King of Prussia (1712–1786)",,,1782,1782.0,Etching and stipple,"Harris Brisbane Dick Fund, 1917",
702996,Photographs,Photograph,Desert near Alexandria,,,1842,1842.0,Daguerreotype,"Purchase, Philippe de Montebello Fund, Mr. and Mrs. John A. Moran Gift, in memory of Louise Chisholm Moran, Joyce F. Menschel and Annette de la Renta Gifts, and funds from various donors, 2016 (2016.97)",
703467,Greek and Roman Art,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",,-530,-450.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
705128,Drawings and Prints,"Baseball card, print","Jo-Jo White, from the Goudey Wide Pen Premiums series (R314) issued by the Goudey Gum Company",,,1936,1936.0,Photolithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
705189,Drawings and Prints,"Baseball card, print","""Cy"" Blanton, from the National Chicle Fine Pen Premiums series (R313) issued by the National Chicle Gum Company",,,1936,1936.0,Photolithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
708376,Drawings and Prints,"Baseball card, print","Album 324, Page 86",,,1936,1936.0,Commercial Lithographs,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
709728,Greek and Roman Art,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",,-530,-450.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
727173,Drawings and Prints,Print,"Silenus being carried by Satyrs, after Mantegna",,,1530,1550.0,Engraving,"Harris Brisbane Dick Fund, 1917",
727686,Drawings and Prints,Drawing,Coupé/Brougham #3887,,,1884,1884.0,Graphite and red crayon  on wove paper with perforated linen tape adhered to left edge for binding,"Gift of William Brewster, 1923",
728103,Drawings and Prints,Prints Ornament & Architecture,Ancient Temple,,,1545,1545.0,Etching,"Harris Brisbane Dick Fund, 1947",
728820,Greek and Roman Art,Column-krater fragment,Terracotta fragment of a column-krater (bowl for mixing wine and water),"Greek, Attic",,-530,-400.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
729600,Drawings and Prints,Print,An indulgence with an image of Our Lord of Chalma,,,1895,1905.0,Photo-relief and letterpress on buff paper,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",
729779,Drawings and Prints,Print,"Card 44, John Morrissey, from the Prizefighters series (N269) issued by P. Lorillard Company to promote Mechanics Delight Long Cut Tobacco",,,1887,1887.0,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
732391,Photographs,Ephemera,"[Rusted Metal Sign: ""Slow, Children""]",,,1960,1975.0,Painted metal,"Walker Evans Archive, 1994",
733407,Greek and Roman Art,Oinochoe fragment,Terracotta fragment of an oinochoe (jug),"Greek, Attic",,-530,-300.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
736330,Drawings and Prints,Print,The Historian Animating The Mind of A Young Painter,,,1784,1784.0,Hand-colored etching,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",
738416,Drawings and Prints,Book Print Ornament & Architecture,"Robes Modèles Historiques, Viennoise",,,1800,1900.0,Design: Lithography,"Harris Brisbane Dick Fund, 1932",
740176,Greek and Roman Art,Skyphos fragment,Terracotta fragment of a skyphos (deep drinking cup),"Greek, Attic",,-530,-300.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
751829,Drawings and Prints,"Print, baseball","Silas K. Johnson, Cincinnati Reds, from the Baseball Players Match Cover design series (U1) issued by Diamond Match Company",,,1934,1934.0,Printed matchbook,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
754604,Drawings and Prints,Print,"Thrifty villagers, satisfied watching the presentation from the outside, from 'A celebration in the neighboring village,' published in Le Petit Journal pour Rire, June 24, 1865",,,1865,1865.0,Lithograph on newsprint; third state of three (Delteil),"Harris Brisbane Dick Fund, 1936",
771069,European Sculpture and Decorative Arts,Vase,Vase with flowering branch motif (one of a pair),"British, Stoke-on-Trent, Staffordshire",,1872,1872.0,Bone china,"Gift of Helene Fortunoff and Robert Grossman, 2017",
777496,Ancient Near Eastern Art,Dish,Metal Dish,,,0,0.0,Iron,"Rogers Fund, 1936",Iran
778279,Drawings and Prints,"Baseball card, print","Card Number 164, Bob Owchinko, San Diego Padres",,,1978,1978.0,Commercial Color Lithograph,"Gift of George R. Goldner, in honor of Stewart Goldner, 2016",
779306,Drawings and Prints,Trade card,"Packard-Tourist, from the ""Antique Autos"" series (R701-1), issued by Bowman Gum Company",,,1953,1953.0,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
785013,Drawings and Prints,Print; ephemera,"Norwegian Air Force In Canada Patrol Bomber (Northrup N3PB), from the ""Modern Airplanes"" series (T87), issued with Wings Cigarettes by Brown and Williamson Tobacco Company",,,1942,1942.0,Commercial color lithograph,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",
813925,Drawings and Prints,Print,Stonehenge,,,1979,1979.0,Sugar-lift aquatint with roulette,"Gift of Jerry S. Flum, 1980",
820618,Drawings and Prints,Print,"Psyche, holding the flask of beauty being transported by three putti",,,1525,1535.0,Engraving,"Bequest of Grace Pugh, 1985",
824428,Drawings and Prints,Print,Landscape and Cattle,,,1875,1885.0,Etching,"Gift of Henry Levien, 1967",
